cell_id,latitude,longitude,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
C053,23.86374552263509,90.40195861736805,33.87615384615384,33.2136363636364,31.617999999999995,33.12272727272733,33.55714285714288,34.81444444444446,34.85500000000002,34.14200000000005,35.23461538461544,34.07181818181823,32.06818181818181
C054,23.86374552263509,90.41094177020925,34.5423076923077,33.439090909090964,32.18333333333334,33.56636363636369,33.9113333333334,35.35200000000003,34.9616666666667,34.30200000000002,35.41923076923081,34.360909090909104,32.186666666666724
C055,23.86374552263509,90.41992492305044,34.22230769230771,33.25000000000006,32.413333333333355,33.236666666666736,33.75533333333334,35.19400000000002,35.31181818181824,34.11200000000002,35.26230769230773,34.10636363636365,32.15923076923082
C056,23.86374552263509,90.42890807589164,33.51461538461541,32.57600000000002,31.82666666666671,32.22333333333336,33.60285714285715,34.2766666666667,34.657272727272755,33.198888888888916,34.69923076923084,33.25909090909096,31.742307692307747
C057,23.86374552263509,90.43789122873284,32.66833333333335,31.962000000000046,31.093636363636392,30.71153846153851,32.84538461538466,33.47000000000003,33.75000000000006,32.35000000000002,33.40833333333336,32.7827272727273,30.897272727272764
C058,23.86374552263509,90.44687438157403,31.25333333333333,31.01666666666671,29.919230769230808,30.074615384615413,31.674615384615436,32.35000000000002,32.69400000000002,31.712500000000034,32.65500000000003,31.844545454545482,30.344545454545482
C059,23.86374552263509,90.45585753441522,30.80230769230775,30.99333333333334,29.838333333333367,29.846666666666692,30.957692307692355,31.655454545454575,32.39200000000005,31.2211111111111,31.9715384615385,31.521666666666704,29.703333333333376
C060,23.86374552263509,90.46484068725641,30.632857142857176,30.563333333333333,29.49166666666673,29.631666666666717,30.48692307692312,31.220909090909117,32.05200000000002,30.967777777777826,31.61615384615385,31.245000000000005,29.611666666666736
C061,23.86374552263509,90.47382384009761,30.354615384615443,30.153333333333364,29.05333333333334,29.53909090909093,30.33333333333337,31.102727272727293,31.690000000000055,30.658888888888953,31.528461538461556,31.011818181818228,29.548461538461538
C062,23.854762369793896,90.34805970032087,30.471818181818207,28.892857142857167,28.699090909090955,28.79000000000002,29.8366666666667,31.33181818181822,30.846000000000004,29.616000000000042,31.598333333333358,30.325000000000045,29.120000000000005
C063,23.854762369793896,90.35704285316207,31.453636363636406,30.59400000000005,29.386000000000024,30.468181818181847,30.738,32.03727272727275,31.730000000000018,30.248000000000047,32.13166666666672,30.635000000000048,29.705555555555577
C064,23.854762369793896,90.36602600600327,32.831666666666706,31.414000000000044,30.32800000000003,31.068181818181813,31.467142857142903,32.914000000000044,32.61833333333334,31.443333333333328,33.05307692307696,31.261666666666713,30.078888888888912
C065,23.854762369793896,90.37500915884446,33.08636363636367,31.84400000000005,30.912000000000035,32.04599999999999,31.74285714285719,33.55800000000005,33.22333333333336,31.723333333333358,33.79307692307697,31.663333333333355,30.81600000000003
C066,23.854762369793896,90.38399231168566,32.78818181818184,32.29666666666668,31.420000000000016,32.05000000000001,32.447142857142865,34.44777777777779,33.84666666666669,32.61888888888893,34.25461538461542,32.160000000000025,31.23599999999999
C067,23.854762369793896,90.39297546452686,33.57666666666671,32.96818181818185,31.260000000000048,32.397272727272764,33.6357142857143,34.75000000000006,35.07363636363641,33.57727272727277,35.24384615384622,33.54454545454547,32.33222222222224
C068,23.854762369793896,90.40195861736805,34.25461538461542,33.57363636363641,31.677272727272737,33.05909090909097,34.190000000000055,35.163333333333355,35.731818181818255,34.25727272727278,35.84692307692313,34.450000000000045,32.80800000000005
C069,23.854762369793896,90.41094177020925,34.170000000000016,33.26272727272732,32.06,32.72333333333336,33.96333333333337,35.17599999999999,35.47000000000003,34.121111111111134,35.650000000000034,34.938000000000045,32.3009090909091
C070,23.854762369793896,90.41992492305044,33.24857142857144,32.64090909090913,31.496153846153845,32.4666666666667,33.05000000000001,34.33800000000002,34.78090909090912,33.3944444444445,34.700769230769254,33.54818181818183,31.630000000000052
C071,23.854762369793896,90.42890807589164,32.3314285714286,31.42500000000001,30.74166666666673,31.55000000000001,32.57000000000005,33.80111111111114,34.06636363636369,32.31600000000003,33.58833333333337,32.859090909090924,30.79400000000004
C072,23.854762369793896,90.43789122873284,31.843846153846187,30.81307692307695,29.850000000000023,30.772000000000048,31.602307692307704,32.99250000000001,33.03000000000003,31.995000000000005,32.653076923076924,31.762000000000057,30.378000000000043
C073,23.854762369793896,90.44687438157403,30.792857142857144,30.556153846153848,29.730000000000018,30.251666666666722,30.89615384615388,31.746000000000038,32.50000000000006,31.30111111111114,32.05307692307696,31.255000000000052,29.953636363636406
C074,23.854762369793896,90.45585753441522,30.33125000000001,30.663333333333355,29.568333333333328,30.04000000000002,30.556153846153848,31.418000000000006,31.32272727272732,31.02555555555557,31.71153846153851,31.018333333333374,29.731666666666683
C075,23.854762369793896,90.46484068725641,30.077500000000043,30.198333333333323,29.17166666666668,29.40833333333336,30.578333333333376,31.326000000000022,31.281666666666695,31.2811111111111,31.893076923076933,31.18166666666673,30.060000000000002
C076,23.854762369793896,90.47382384009761,30.36466666666672,30.630000000000052,29.185384615384635,29.903333333333364,31.210000000000036,32.421111111111145,32.76833333333337,31.752222222222258,32.493076923076956,31.760909090909138,30.41307692307697
C077,23.8457792169527,90.33907654747968,29.51909090909095,28.58000000000004,27.977272727272748,28.088333333333367,29.035714285714278,30.018333333333374,30.182727272727334,28.61545454545461,30.3366666666667,29.043846153846175,28.590000000000032
C078,23.8457792169527,90.34805970032087,29.904545454545485,28.64846153846156,28.08454545454549,28.435000000000002,29.18428571428575,30.260000000000048,30.473333333333358,28.828333333333376,30.703333333333376,29.755000000000052,28.545999999999992
C079,23.8457792169527,90.35704285316207,31.24454545454546,29.875454545454602,29.173636363636376,29.64833333333337,30.331538461538514,31.33000000000004,31.223333333333358,29.40500000000003,31.606666666666683,30.275000000000034,29.024000000000058
C080,23.8457792169527,90.36602600600327,32.22333333333336,30.930000000000007,30.171818181818253,31.139090909090953,31.276153846153875,32.617999999999995,32.33000000000004,30.204545454545496,32.68076923076927,31.388181818181806,30.09444444444449
